Enter cache policy (LRU, LFU): Number: 17395, Steps: 203
Number: 10597, Steps: 99
Number: 30755, Steps: 147
Number: 22051, Steps: 162
Number: 26936, Steps: 90
Number: 12846, Steps: 125
Number: 29787, Steps: 147
Number: 11156, Steps: 130
Number: 19933, Steps: 105
Number: 2966, Steps: 141
Number: 12128, Steps: 63
Number: 3342, Steps: 43
Number: 14612, Steps: 133
Number: 17728, Steps: 22
Number: 4535, Steps: 90
Number: 13395, Steps: 94
Number: 25511, Steps: 113
Number: 17054, Steps: 128
Number: 1938, Steps: 50
Number: 22811, Steps: 82
Number: 29056, Steps: 20
Number: 30405, Steps: 33
Number: 23368, Steps: 82
Number: 29110, Steps: 134
Number: 16315, Steps: 115
Number: 18989, Steps: 154
Number: 5123, Steps: 147
Number: 26354, Steps: 170
Number: 22784, Steps: 38
Number: 3506, Steps: 56
Number: 11448, Steps: 29
Number: 16191, Steps: 115
Number: 1040, Steps: 31
Number: 7903, Steps: 75
Number: 14173, Steps: 58
Number: 1297, Steps: 101
Number: 8349, Steps: 114
Number: 8556, Steps: 78
Number: 16470, Steps: 115
Number: 27782, Steps: 46
Number: 18015, Steps: 79
Number: 29189, Steps: 165
Number: 1584, Steps: 29
Number: 31817, Steps: 222
Number: 23140, Steps: 82
Number: 13902, Steps: 112
Number: 22929, Steps: 69
Number: 15798, Steps: 102
Number: 3752, Steps: 25
Number: 11811, Steps: 143
Number: 14703, Steps: 102
Number: 14399, Steps: 164
Number: 32741, Steps: 129
Number: 10788, Steps: 161
Number: 32641, Steps: 67
Number: 15374, Steps: 58
Number: 26028, Steps: 51
Number: 19313, Steps: 74
Number: 12531, Steps: 86
Number: 16363, Steps: 71
Number: 2229, Steps: 45
Number: 28850, Steps: 121
Number: 18270, Steps: 61
Number: 22113, Steps: 131
Number: 29556, Steps: 72
Number: 29787, Steps: 147
Number: 1527, Steps: 153
Number: 32284, Steps: 72
Number: 4332, Steps: 139
Number: 8238, Steps: 39
Number: 12039, Steps: 187
Number: 20886, Steps: 61
Number: 11720, Steps: 37
Number: 31233, Steps: 178
Number: 11675, Steps: 81
Number: 23027, Steps: 175
Number: 4008, Steps: 113
Number: 19905, Steps: 74
Number: 1916, Steps: 55
Number: 2345, Steps: 151
Number: 5817, Steps: 142
Number: 6327, Steps: 54
Number: 11105, Steps: 192
Number: 8035, Steps: 26
Number: 7560, Steps: 39
Number: 14858, Steps: 40
Number: 28516, Steps: 121
Number: 32680, Steps: 54
Number: 2840, Steps: 35
Number: 3205, Steps: 61
Number: 21427, Steps: 30
Number: 14263, Steps: 195
Number: 19250, Steps: 48
Number: 19867, Steps: 123
Number: 23944, Steps: 51
Number: 16182, Steps: 190
Number: 8444, Steps: 171
Number: 30120, Steps: 134
Number: 7771, Steps: 114
Number: 12812, Steps: 63
Number: 1997, Steps: 50
Number: 25978, Steps: 51
Number: 15190, Steps: 133
Number: 2572, Steps: 27
Number: 5696, Steps: 36
Number: 3344, Steps: 43
Number: 2313, Steps: 107
Number: 7123, Steps: 49
Number: 6023, Steps: 41
Number: 28577, Steps: 196
Number: 3935, Steps: 100
Number: 23283, Steps: 131
Number: 20226, Steps: 136
Number: 10465, Steps: 130
Number: 2512, Steps: 40
Number: 10577, Steps: 55
Number: 6672, Steps: 137
Number: 22399, Steps: 74
Number: 14297, Steps: 76
Number: 13771, Steps: 58
Number: 25638, Steps: 126
Number: 4338, Steps: 77
Number: 4521, Steps: 183
Number: 11806, Steps: 99
Number: 8478, Steps: 83
Number: 17013, Steps: 79
Number: 13598, Steps: 120
Number: 18439, Steps: 48
Number: 16849, Steps: 128
Number: 9040, Steps: 21
Number: 7919, Steps: 75
Number: 26025, Steps: 157
Number: 22247, Steps: 237
Number: 7258, Steps: 57
Number: 1067, Steps: 62
Number: 22831, Steps: 206
Number: 21998, Steps: 69
Number: 18620, Steps: 92
Number: 24546, Steps: 51
Number: 2994, Steps: 48
Number: 13482, Steps: 45
Number: 29687, Steps: 121
Number: 2337, Steps: 58
Number: 2909, Steps: 48
Number: 20140, Steps: 136
Number: 14633, Steps: 58
Number: 25892, Steps: 126
Number: 17615, Steps: 79
Number: 18726, Steps: 48
Number: 10124, Steps: 42
Number: 2504, Steps: 133
Number: 27584, Steps: 46
Number: 26878, Steps: 245
Number: 4159, Steps: 51
Number: 25663, Steps: 77
Number: 22248, Steps: 131
Number: 3873, Steps: 51
Number: 24905, Steps: 157
Number: 14343, Steps: 76
Number: 21276, Steps: 56
Number: 20250, Steps: 43
Number: 12763, Steps: 125
Number: 2589, Steps: 40
Number: 12731, Steps: 138
Number: 21475, Steps: 74
Number: 25557, Steps: 126
Number: 19566, Steps: 180
Number: 5704, Steps: 28
Number: 1787, Steps: 47
Number: 32396, Steps: 67
Number: 23950, Steps: 51
Number: 18264, Steps: 61
Number: 11704, Steps: 143
Number: 9930, Steps: 42
Number: 12460, Steps: 63
Number: 1711, Steps: 148
Number: 28895, Steps: 157
Number: 22551, Steps: 87
Number: 12742, Steps: 32
Number: 13478, Steps: 182
Number: 626, Steps: 131
Number: 17207, Steps: 172
Number: 14873, Steps: 45
Number: 17104, Steps: 27
Number: 21961, Steps: 118
Number: 30196, Steps: 41
Number: 10460, Steps: 179
Number: 14812, Steps: 133
Number: 7652, Steps: 83
Number: 12318, Steps: 156
Number: 29741, Steps: 46
Number: 22205, Steps: 69
Number: 1536, Steps: 16
Number: 2511, Steps: 89
Number: 17996, Steps: 48
Number: 777, Steps: 33
Number: 22632, Steps: 131
Number: 20211, Steps: 136
Number: 31495, Steps: 85
Number: 11423, Steps: 55
Number: 1934, Steps: 143
Number: 13320, Steps: 182
Number: 4469, Steps: 46
Number: 16525, Steps: 128
Number: 19802, Steps: 74
Number: 18467, Steps: 154
Number: 26087, Steps: 82
Number: 19761, Steps: 167
Number: 21698, Steps: 162
Number: 18484, Steps: 35
Number: 18460, Steps: 92
Number: 3998, Steps: 51
Number: 8603, Steps: 171
Number: 14218, Steps: 120
Number: 16820, Steps: 97
Number: 28736, Steps: 121
Number: 10927, Steps: 55
Number: 24986, Steps: 64
Number: 8423, Steps: 65
Number: 12996, Steps: 138
Number: 23055, Steps: 100
Number: 10492, Steps: 104
Number: 7031, Steps: 150
Number: 23858, Steps: 100
Number: 26539, Steps: 170
Number: 18358, Steps: 61
Number: 7651, Steps: 39
Number: 6748, Steps: 44
Number: 16927, Steps: 110
Number: 25789, Steps: 77
Number: 6878, Steps: 150
Number: 7036, Steps: 150
Number: 31184, Steps: 147
Number: 8889, Steps: 184
Number: 28415, Steps: 227
Number: 15641, Steps: 107
Number: 25144, Steps: 108
Number: 3081, Steps: 154
Number: 11450, Steps: 29
Number: 29482, Steps: 134
Number: 23934, Steps: 144
Number: 7, Steps: 16
Number: 25743, Steps: 170
Number: 16510, Steps: 172
Number: 1610, Steps: 21
Number: 1421, Steps: 34
Number: 15745, Steps: 115
Number: 15707, Steps: 84
Number: 11223, Steps: 161
Number: 9912, Steps: 135
Number: 29130, Steps: 121
Number: 29030, Steps: 72
Number: 21578, Steps: 162
Number: 14827, Steps: 120
Number: 973, Steps: 98
Number: 1218, Steps: 132
Number: 14658, Steps: 102
Number: 15383, Steps: 146
Number: 16204, Steps: 159
Number: 3196, Steps: 74
Number: 29360, Steps: 134
Number: 8250, Steps: 39
Number: 23259, Steps: 157
Number: 30247, Steps: 85
Number: 17385, Steps: 84
Number: 14374, Steps: 32
Number: 19861, Steps: 43
Number: 22211, Steps: 193
Number: 16121, Steps: 97
Number: 6788, Steps: 36
Number: 11533, Steps: 143
Number: 8420, Steps: 127
Number: 12858, Steps: 169
Number: 10776, Steps: 68
Number: 10120, Steps: 42
Number: 1552, Steps: 122
Number: 5158, Steps: 147
Number: 8775, Steps: 140
Number: 28265, Steps: 165
Number: 1896, Steps: 37
Number: 24938, Steps: 64
Number: 19670, Steps: 167
Number: 9452, Steps: 60
Number: 31114, Steps: 41
Number: 8507, Steps: 78
Number: 17652, Steps: 48
Number: 10007, Steps: 179
Number: 32695, Steps: 160
Number: 1005, Steps: 67
Number: 27515, Steps: 165
Number: 15598, Steps: 146
Number: 16945, Steps: 58
Number: 20418, Steps: 87
Number: 28787, Steps: 72
Number: 3559, Steps: 48
Number: 25575, Steps: 77
Number: 4096, Steps: 12
Number: 5592, Steps: 67
Number: 26781, Steps: 46
Number: 31572, Steps: 54
Number: 14918, Steps: 71
Number: 3996, Steps: 51
Number: 13000, Steps: 138
Number: 4773, Steps: 103
Number: 15903, Steps: 128
Number: 9456, Steps: 60
Number: 5485, Steps: 116
Number: 29466, Steps: 134
Number: 13016, Steps: 76
Number: 30400, Steps: 33
Number: 14674, Steps: 177
Number: 16302, Steps: 159
Number: 6031, Steps: 93
Number: 3964, Steps: 100
Number: 10165, Steps: 34
Number: 8954, Steps: 91
Number: 22925, Steps: 30
Number: 8222, Steps: 39
Number: 9021, Steps: 140
Number: 5207, Steps: 103
Number: 5334, Steps: 46
Number: 3689, Steps: 100
Number: 3377, Steps: 35
Number: 30787, Steps: 59
Number: 17149, Steps: 128
Number: 14446, Steps: 71
Number: 10984, Steps: 130
Number: 8198, Steps: 158
Number: 19517, Steps: 136
Number: 4437, Steps: 20
Number: 24449, Steps: 38
Number: 27797, Steps: 108
Number: 11974, Steps: 50
Number: 31578, Steps: 191
Number: 11732, Steps: 99
Number: 6326, Steps: 54
Number: 12373, Steps: 125
Number: 790, Steps: 77
Number: 5799, Steps: 204
Number: 28261, Steps: 103
Number: 19975, Steps: 167
Number: 24576, Steps: 20
Number: 10022, Steps: 91
Number: 27510, Steps: 183
Number: 24175, Steps: 82
Number: 24115, Steps: 188
Number: 19341, Steps: 22
Number: 6525, Steps: 137
Number: 6630, Steps: 75
Number: 5490, Steps: 41
Number: 14888, Steps: 40
Number: 7403, Steps: 194
Number: 32034, Steps: 46
Number: 4457, Steps: 46
Number: 2685, Steps: 97
Number: 16249, Steps: 97
Number: 14859, Steps: 71
Number: 20277, Steps: 35
Number: 19656, Steps: 136
Number: 31178, Steps: 147
Number: 10953, Steps: 42
Number: 13351, Steps: 68
Number: 13735, Steps: 63
Number: 16459, Steps: 40
Number: 31522, Steps: 147
Number: 25029, Steps: 126
Number: 12823, Steps: 50
Number: 5983, Steps: 49
Number: 31747, Steps: 103
Number: 2834, Steps: 79
Number: 30623, Steps: 165
Number: 12985, Steps: 50
Number: 21852, Steps: 118
Number: 12048, Steps: 24
Number: 25803, Steps: 77
Number: 9224, Steps: 153
Number: 2609, Steps: 53
Number: 23682, Steps: 188
Number: 17884, Steps: 48
Number: 23770, Steps: 51
Number: 751, Steps: 139
Number: 25334, Steps: 56
Number: 20926, Steps: 131
Number: 1978, Steps: 50
Number: 4604, Steps: 59
Number: 5379, Steps: 72
Number: 29498, Steps: 46
Number: 31900, Steps: 147
Number: 9873, Steps: 135
Number: 32720, Steps: 67
Number: 12909, Steps: 107
Number: 21628, Steps: 69
Number: 8652, Steps: 140
Number: 15317, Steps: 58
Number: 21113, Steps: 105
Number: 24641, Steps: 157
Number: 513, Steps: 35
Number: 15078, Steps: 115
Number: 30586, Steps: 178
Number: 1767, Steps: 148
Number: 22610, Steps: 87
Number: 14189, Steps: 58
Number: 26812, Steps: 95
Number: 20189, Steps: 136
Number: 15487, Steps: 58
Number: 10487, Steps: 55
Number: 17195, Steps: 66
Number: 5804, Steps: 142
Number: 13055, Steps: 107
Number: 25074, Steps: 64
Number: 12298, Steps: 156
Number: 16602, Steps: 97
Number: 14671, Steps: 76
Number: 15028, Steps: 89
Number: 29672, Steps: 121
Number: 22286, Steps: 131
Number: 27786, Steps: 108
Number: 28096, Steps: 59
Number: 27088, Steps: 38
Number: 26740, Steps: 46
Number: 32314, Steps: 147
Number: 2373, Steps: 76
Number: 16065, Steps: 45
Number: 10083, Steps: 42
Number: 27501, Steps: 90
Number: 6632, Steps: 93
Number: 349, Steps: 32
Number: 2622, Steps: 102
Number: 10764, Steps: 117
Number: 29379, Steps: 165
Number: 23013, Steps: 131
Number: 29592, Steps: 72
Number: 16489, Steps: 159
Number: 13998, Steps: 133
Number: 32357, Steps: 28
Number: 9627, Steps: 47
Number: 31511, Steps: 129
Number: 1725, Steps: 42
Number: 14124, Steps: 102
Number: 1194, Steps: 26
Number: 13566, Steps: 182
Number: 31242, Steps: 103
Number: 1919, Steps: 130
Number: 27973, Steps: 108
Number: 26030, Steps: 51
Number: 17076, Steps: 66
Number: 20111, Steps: 92
Number: 8493, Steps: 34
Number: 27124, Steps: 183
Number: 9255, Steps: 153
Number: 29864, Steps: 90
Number: 4041, Steps: 144
Number: 15019, Steps: 133
Number: 7838, Steps: 83
Number: 30890, Steps: 28
Number: 32201, Steps: 46
Number: 1493, Steps: 21
Number: 29671, Steps: 72
Number: 29117, Steps: 178
Number: 20489, Steps: 180
Number: 24043, Steps: 126
Number: 26982, Steps: 77
Number: 22849, Steps: 30
Number: 32184, Steps: 46
Number: 29553, Steps: 72
Number: 27485, Steps: 152
Number: 12548, Steps: 37
Number: 28089, Steps: 46
Number: 3276, Steps: 43
Number: 30059, Steps: 64
Number: 22968, Steps: 82
Number: 17225, Steps: 79
Number: 12376, Steps: 37
Number: 25682, Steps: 162
Number: 11684, Steps: 81
Number: 24035, Steps: 51
Number: 13494, Steps: 182
Number: 5373, Steps: 98
Number: 13209, Steps: 45
Number: 4192, Steps: 33
Number: 11107, Steps: 130
Number: 29889, Steps: 72
Number: 32296, Steps: 116
Number: 21347, Steps: 56
Number: 22927, Steps: 69
Number: 26339, Steps: 139
Number: 2834, Steps: 79
Number: 30452, Steps: 134
Number: 13100, Steps: 138
Number: 9050, Steps: 39
Number: 14080, Steps: 120
Number: 5995, Steps: 80
Number: 3141, Steps: 123
Number: 29399, Steps: 46
Number: 6516, Steps: 44
Number: 22928, Steps: 30
Number: 29841, Steps: 134
Number: 27651, Steps: 90
Number: 23808, Steps: 25
Number: 12800, Steps: 32
Number: 29000, Steps: 72
Number: 5639, Steps: 85
Number: 26550, Steps: 77
Number: 15315, Steps: 84
Number: 2357, Steps: 120
Number: 5202, Steps: 178
Number: 26591, Steps: 77
Number: 25211, Steps: 64
Number: 22285, Steps: 69
Number: 16278, Steps: 115
Number: 6384, Steps: 124
Number: 25327, Steps: 188
Number: 5631, Steps: 160
Number: 20500, Steps: 56
Number: 21689, Steps: 131
Number: 26634, Steps: 95
Number: 23692, Steps: 38
Number: 32026, Steps: 54
Number: 17632, Steps: 48
Number: 17965, Steps: 185
Number: 31129, Steps: 85
Number: 13770, Steps: 58
Number: 18574, Steps: 167
Number: 6700, Steps: 137
Number: 10178, Steps: 86
Number: 22300, Steps: 69
Number: 25192, Steps: 64
Number: 20328, Steps: 35
Number: 2802, Steps: 97
Number: 807, Steps: 72
Number: 17089, Steps: 66
Number: 20792, Steps: 149
Number: 11312, Steps: 130
Number: 32156, Steps: 191
Number: 16909, Steps: 84
Number: 27534, Steps: 152
Number: 26556, Steps: 77
Number: 12691, Steps: 81
Number: 24473, Steps: 113
Number: 7895, Steps: 189
Number: 347, Steps: 125
Number: 17546, Steps: 141
Number: 6266, Steps: 124
Number: 27426, Steps: 59
Number: 21231, Steps: 193
Number: 23210, Steps: 25
Number: 10948, Steps: 42
Number: 22149, Steps: 69
Number: 18762, Steps: 154
Number: 28749, Steps: 33
Number: 6396, Steps: 75
Number: 12988, Steps: 50
Number: 9028, Steps: 39
Number: 27838, Steps: 90
Number: 463, Steps: 128
Number: 26132, Steps: 139
Number: 9995, Steps: 65
Number: 21055, Steps: 87
Number: 8195, Steps: 114
Number: 15240, Steps: 40
Number: 16827, Steps: 66
Number: 12113, Steps: 68
Number: 1711, Steps: 148
Number: 32297, Steps: 103
Number: 17711, Steps: 79
Number: 13615, Steps: 89
Number: 28071, Steps: 108
Number: 25539, Steps: 157
Number: 14358, Steps: 120
Number: 6044, Steps: 93
Number: 8763, Steps: 47
Number: 2749, Steps: 40
Number: 27721, Steps: 90
Number: 6622, Steps: 168
Number: 28705, Steps: 103
Number: 3905, Steps: 100
Number: 20316, Steps: 180
Number: 27915, Steps: 90
Number: 5807, Steps: 111
Number: 31645, Steps: 77
Number: 10610, Steps: 99
Number: 17283, Steps: 172
Number: 7757, Steps: 52
Number: 6121, Steps: 173
Number: 15958, Steps: 53
Number: 15806, Steps: 76
Number: 8747, Steps: 47
Number: 23786, Steps: 100
Number: 1224, Steps: 39
Number: 5192, Steps: 147
Number: 25135, Steps: 139
Number: 3639, Steps: 162
Number: 26645, Steps: 183
Number: 8969, Steps: 52
Number: 12594, Steps: 63
Number: 16282, Steps: 159
Number: 18411, Steps: 123
Number: 14794, Steps: 71
Number: 4971, Steps: 72
Number: 18873, Steps: 35
Number: 10858, Steps: 55
Number: 22005, Steps: 43
Number: 8491, Steps: 109
Number: 29174, Steps: 72
Number: 21630, Steps: 69
Number: 10652, Steps: 86
Number: 459, Steps: 128
Number: 18835, Steps: 105
Number: 15469, Steps: 84
Number: 5053, Steps: 178
Number: 4835, Steps: 20
Number: 2074, Steps: 125
Number: 2732, Steps: 40
Number: 28101, Steps: 59
Number: 4029, Steps: 95
Number: 25852, Steps: 170
Number: 7415, Steps: 132
Number: 21074, Steps: 79
Number: 19722, Steps: 74
Number: 13432, Steps: 89
Number: 16288, Steps: 53
Number: 16701, Steps: 115
Number: 23763, Steps: 100
Number: 19390, Steps: 167
Number: 4392, Steps: 95
Number: 17624, Steps: 53
Number: 11954, Steps: 50
Number: 28757, Steps: 121
Number: 17420, Steps: 141
Number: 31860, Steps: 54
Number: 65, Steps: 27
Number: 22202, Steps: 69
Number: 13025, Steps: 107
Number: 12327, Steps: 156
Number: 12755, Steps: 81
Number: 29770, Steps: 72
Number: 31395, Steps: 178
Number: 20940, Steps: 87
Number: 21346, Steps: 56
Number: 10337, Steps: 148
Number: 3915, Steps: 100
Number: 3914, Steps: 51
Number: 32201, Steps: 46
Number: 196, Steps: 26
Number: 32415, Steps: 266
Number: 23066, Steps: 144
Number: 19507, Steps: 123
Number: 7484, Steps: 132
Number: 21838, Steps: 175
Number: 2051, Steps: 37
Number: 2516, Steps: 40
Number: 30340, Steps: 134
Number: 23100, Steps: 131
Number: 28968, Steps: 72
Number: 26583, Steps: 77
Number: 3173, Steps: 79
Number: 5147, Steps: 116
Number: 12101, Steps: 68
Number: 20375, Steps: 35
Number: 16160, Steps: 66
Number: 19771, Steps: 136
Number: 25142, Steps: 64
Number: 9489, Steps: 153
Number: 22540, Steps: 87
Number: 2467, Steps: 133
Number: 7609, Steps: 31
Number: 3482, Steps: 30
Number: 1408, Steps: 21
Number: 9056, Steps: 65
Number: 25716, Steps: 170
Number: 3789, Steps: 38
Number: 19955, Steps: 43
Number: 285, Steps: 104
Number: 21562, Steps: 30
Number: 6600, Steps: 137
Number: 15970, Steps: 53
Number: 6900, Steps: 44
Number: 26506, Steps: 95
Number: 22168, Steps: 69
Number: 22515, Steps: 113
Number: 16772, Steps: 66
Number: 28760, Steps: 72
Number: 17393, Steps: 141
Number: 215, Steps: 101
Number: 23364, Steps: 82
Number: 12304, Steps: 37
Number: 32546, Steps: 160
Number: 31860, Steps: 54
Number: 3094, Steps: 35
Number: 12505, Steps: 156
Number: 18505, Steps: 92
Number: 11972, Steps: 50
Number: 31520, Steps: 28
Number: 17431, Steps: 141
Number: 5827, Steps: 111
Number: 12024, Steps: 143
Number: 10967, Steps: 117
Number: 18995, Steps: 53
Number: 20967, Steps: 162
Number: 28002, Steps: 33
Number: 5980, Steps: 49
Number: 10142, Steps: 86
Number: 500, Steps: 110
Number: 28817, Steps: 77
Number: 3852, Steps: 51
Number: 2835, Steps: 79
Number: 3399, Steps: 118
Number: 28094, Steps: 196
Number: 31059, Steps: 147
Number: 26909, Steps: 51
Number: 21970, Steps: 162
Number: 16487, Steps: 97
Number: 32704, Steps: 67
Number: 20698, Steps: 149
Number: 19145, Steps: 123
Number: 1337, Steps: 44
Number: 19807, Steps: 74
Number: 32254, Steps: 191
Number: 17054, Steps: 128
Number: 23603, Steps: 51
Number: 22595, Steps: 61
Number: 19482, Steps: 136
Number: 12592, Steps: 63
Number: 5641, Steps: 41
Number: 26978, Steps: 77
Number: 28447, Steps: 103
Number: 3648, Steps: 38
Number: 20678, Steps: 56
Number: 22182, Steps: 56
Number: 5406, Steps: 160
Number: 36, Steps: 21
Number: 18358, Steps: 61
Number: 9024, Steps: 21
Number: 21841, Steps: 162
Number: 7871, Steps: 83
Number: 23171, Steps: 51
Number: 31296, Steps: 54
Number: 4191, Steps: 108
Number: 25264, Steps: 126
Number: 3998, Steps: 51
Number: 14178, Steps: 58
Number: 9692, Steps: 73
Number: 5322, Steps: 54
Number: 5600, Steps: 85
Number: 29227, Steps: 46
Number: 8975, Steps: 47
Number: 20932, Steps: 30
Number: 2418, Steps: 58
Number: 16181, Steps: 66
Number: 20217, Steps: 87
Number: 30258, Steps: 209
Number: 32746, Steps: 67
Number: 7112, Steps: 150
Number: 14226, Steps: 50
Number: 1716, Steps: 104
Number: 8118, Steps: 65
Number: 14249, Steps: 102
Number: 9302, Steps: 34
Number: 26734, Steps: 95
Number: 18110, Steps: 40
Number: 4407, Steps: 51
Number: 4608, Steps: 28
Number: 32184, Steps: 46
Number: 1093, Steps: 31
Number: 6067, Steps: 23
Number: 7062, Steps: 101
Number: 31510, Steps: 129
Number: 27152, Steps: 38
Number: 18400, Steps: 48
Number: 29861, Steps: 72
Number: 2154, Steps: 32
Number: 30923, Steps: 209
Number: 30412, Steps: 33
Number: 22734, Steps: 144
Number: 616, Steps: 25
Number: 11176, Steps: 37
Number: 16109, Steps: 71
Number: 5249, Steps: 129
Number: 28747, Steps: 72
Number: 26441, Steps: 51
Number: 17263, Steps: 66
Number: 2825, Steps: 84
Number: 454, Steps: 14
Number: 20448, Steps: 136
Number: 15821, Steps: 146
Number: 24009, Steps: 82
Number: 10558, Steps: 78
Number: 19093, Steps: 105
Number: 2463, Steps: 208
Number: 6341, Steps: 80
Number: 9782, Steps: 179
Number: 11816, Steps: 24
Number: 8883, Steps: 184
Number: 2148, Steps: 24
Number: 5131, Steps: 54
Number: 26327, Steps: 139
Number: 18782, Steps: 61
Number: 7284, Steps: 44
Number: 20705, Steps: 149
Number: 4482, Steps: 46
